candidate_id,n,h,d,k,a,w,q,tree_height,tree_bits,leaf_bits,wots_logw,wots_len1,wots_len2,wots_len,fors_msg_bits,fors_msg_bytes,hmsg_needed_bytes,pk_bytes,sk_bytes,sig_bytes,struct_pass,reject_reason
6422,24,67,6,17,6,16,1048576,-1,-1,-1,4,48,3,51,102,13,-1,48,96,11832,0,h_not_divisible_by_d
6931,24,68,7,22,10,256,65536,-1,-1,-1,8,24,2,26,220,28,-1,48,96,11832,0,h_not_divisible_by_d
6932,24,68,7,22,10,256,1048576,-1,-1,-1,8,24,2,26,220,28,-1,48,96,11832,0,h_not_divisible_by_d
2153,16,65,7,33,12,16,65536,-1,-1,-1,4,32,3,35,396,50,-1,32,64,11840,0,h_not_divisible_by_d
2154,16,65,7,33,12,16,1048576,-1,-1,-1,4,32,3,35,396,50,-1,32,64,11840,0,h_not_divisible_by_d
3493,16,68,11,22,12,16,65536,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11840,0,h_not_divisible_by_d
3494,16,68,11,22,12,16,1048576,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11840,0,h_not_divisible_by_d
2553,16,66,7,33,12,16,65536,-1,-1,-1,4,32,3,35,396,50,-1,32,64,11856,0,h_not_divisible_by_d
2554,16,66,7,33,12,16,1048576,-1,-1,-1,4,32,3,35,396,50,-1,32,64,11856,0,h_not_divisible_by_d
4005,24,61,6,14,8,16,65536,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11856,0,h_not_divisible_by_d
4006,24,61,6,14,8,16,1048576,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11856,0,h_not_divisible_by_d
6821,24,68,6,17,6,16,65536,-1,-1,-1,4,48,3,51,102,13,-1,48,96,11856,0,h_not_divisible_by_d
6822,24,68,6,17,6,16,1048576,-1,-1,-1,4,48,3,51,102,13,-1,48,96,11856,0,h_not_divisible_by_d
2953,16,67,7,33,12,16,65536,-1,-1,-1,4,32,3,35,396,50,-1,32,64,11872,0,h_not_divisible_by_d
2954,16,67,7,33,12,16,1048576,-1,-1,-1,4,32,3,35,396,50,-1,32,64,11872,0,h_not_divisible_by_d
4405,24,62,6,14,8,16,65536,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11880,0,h_not_divisible_by_d
4406,24,62,6,14,8,16,1048576,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11880,0,h_not_divisible_by_d
5795,24,65,8,17,12,256,65536,-1,-1,-1,8,24,2,26,204,26,-1,48,96,11880,0,h_not_divisible_by_d
5796,24,65,8,17,12,256,1048576,-1,-1,-1,8,24,2,26,204,26,-1,48,96,11880,0,h_not_divisible_by_d
305,16,60,11,33,8,16,65536,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11888,0,h_not_divisible_by_d
306,16,60,11,33,8,16,1048576,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11888,0,h_not_divisible_by_d
375,16,60,22,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11888,0,h_not_divisible_by_d
376,16,60,22,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11888,0,h_not_divisible_by_d
3353,16,68,7,33,12,16,65536,-1,-1,-1,4,32,3,35,396,50,-1,32,64,11888,0,h_not_divisible_by_d
3354,16,68,7,33,12,16,1048576,-1,-1,-1,4,32,3,35,396,50,-1,32,64,11888,0,h_not_divisible_by_d
705,16,61,11,33,8,16,65536,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11904,0,h_not_divisible_by_d
706,16,61,11,33,8,16,1048576,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11904,0,h_not_divisible_by_d
775,16,61,22,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11904,0,h_not_divisible_by_d
776,16,61,22,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11904,0,h_not_divisible_by_d
4805,24,63,6,14,8,16,65536,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11904,0,h_not_divisible_by_d
4806,24,63,6,14,8,16,1048576,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11904,0,h_not_divisible_by_d
6195,24,66,8,17,12,256,65536,-1,-1,-1,8,24,2,26,204,26,-1,48,96,11904,0,h_not_divisible_by_d
6196,24,66,8,17,12,256,1048576,-1,-1,-1,8,24,2,26,204,26,-1,48,96,11904,0,h_not_divisible_by_d
1105,16,62,11,33,8,16,65536,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11920,0,h_not_divisible_by_d
1106,16,62,11,33,8,16,1048576,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11920,0,h_not_divisible_by_d
1175,16,62,22,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11920,0,h_not_divisible_by_d
1176,16,62,22,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11920,0,h_not_divisible_by_d
5205,24,64,6,14,8,16,65536,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11928,0,h_not_divisible_by_d
5206,24,64,6,14,8,16,1048576,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11928,0,h_not_divisible_by_d
6595,24,67,8,17,12,256,65536,-1,-1,-1,8,24,2,26,204,26,-1,48,96,11928,0,h_not_divisible_by_d
6596,24,67,8,17,12,256,1048576,-1,-1,-1,8,24,2,26,204,26,-1,48,96,11928,0,h_not_divisible_by_d
1505,16,63,11,33,8,16,65536,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11936,0,h_not_divisible_by_d
1506,16,63,11,33,8,16,1048576,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11936,0,h_not_divisible_by_d
1575,16,63,22,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11936,0,h_not_divisible_by_d
1576,16,63,22,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11936,0,h_not_divisible_by_d
1905,16,64,11,33,8,16,65536,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11952,0,h_not_divisible_by_d
1906,16,64,11,33,8,16,1048576,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11952,0,h_not_divisible_by_d
1975,16,64,22,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11952,0,h_not_divisible_by_d
1976,16,64,22,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11952,0,h_not_divisible_by_d
3719,24,60,7,17,14,256,65536,-1,-1,-1,8,24,2,26,238,30,-1,48,96,11952,0,h_not_divisible_by_d
3720,24,60,7,17,14,256,1048576,-1,-1,-1,8,24,2,26,238,30,-1,48,96,11952,0,h_not_divisible_by_d
5605,24,65,6,14,8,16,65536,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11952,0,h_not_divisible_by_d
5606,24,65,6,14,8,16,1048576,-1,-1,-1,4,48,3,51,112,14,-1,48,96,11952,0,h_not_divisible_by_d
6995,24,68,8,17,12,256,65536,-1,-1,-1,8,24,2,26,204,26,-1,48,96,11952,0,h_not_divisible_by_d
6996,24,68,8,17,12,256,1048576,-1,-1,-1,8,24,2,26,204,26,-1,48,96,11952,0,h_not_divisible_by_d
2305,16,65,11,33,8,16,65536,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11968,0,h_not_divisible_by_d
2306,16,65,11,33,8,16,1048576,-1,-1,-1,4,32,3,35,264,33,-1,32,64,11968,0,h_not_divisible_by_d
2375,16,65,22,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11968,0,h_not_divisible_by_d
2376,16,65,22,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,11968,0,h_not_divisible_by_d
4119,24,61,7,17,14,256,65536,-1,-1,-1,8,24,2,26,238,30,-1,48,96,11976,0,h_not_divisible_by_d
4120,24,61,7,17,14,256,1048576,-1,-1,-1,8,24,2,26,238,30,-1,48,96,11976,0,h_not_divisible_by_d
3105,16,67,11,33,8,16,65536,-1,-1,-1,4,32,3,35,264,33,-1,32,64,12000,0,h_not_divisible_by_d
3106,16,67,11,33,8,16,1048576,-1,-1,-1,4,32,3,35,264,33,-1,32,64,12000,0,h_not_divisible_by_d
3175,16,67,22,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12000,0,h_not_divisible_by_d
3176,16,67,22,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12000,0,h_not_divisible_by_d
3823,24,60,8,33,6,256,65536,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12000,0,h_not_divisible_by_d
3824,24,60,8,33,6,256,1048576,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12000,0,h_not_divisible_by_d
3867,24,60,11,17,8,256,65536,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12000,0,h_not_divisible_by_d
3868,24,60,11,17,8,256,1048576,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12000,0,h_not_divisible_by_d
4519,24,62,7,17,14,256,65536,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12000,0,h_not_divisible_by_d
4520,24,62,7,17,14,256,1048576,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12000,0,h_not_divisible_by_d
6405,24,67,6,14,8,16,65536,-1,-1,-1,4,48,3,51,112,14,-1,48,96,12000,0,h_not_divisible_by_d
6406,24,67,6,14,8,16,1048576,-1,-1,-1,4,48,3,51,112,14,-1,48,96,12000,0,h_not_divisible_by_d
3505,16,68,11,33,8,16,65536,-1,-1,-1,4,32,3,35,264,33,-1,32,64,12016,0,h_not_divisible_by_d
3506,16,68,11,33,8,16,1048576,-1,-1,-1,4,32,3,35,264,33,-1,32,64,12016,0,h_not_divisible_by_d
3575,16,68,22,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12016,0,h_not_divisible_by_d
3576,16,68,22,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12016,0,h_not_divisible_by_d
3851,24,60,11,14,10,256,65536,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12024,0,h_not_divisible_by_d
3852,24,60,11,14,10,256,1048576,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12024,0,h_not_divisible_by_d
3883,24,60,11,22,6,256,65536,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12024,0,h_not_divisible_by_d
3884,24,60,11,22,6,256,1048576,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12024,0,h_not_divisible_by_d
4223,24,61,8,33,6,256,65536,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12024,0,h_not_divisible_by_d
4224,24,61,8,33,6,256,1048576,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12024,0,h_not_divisible_by_d
4267,24,61,11,17,8,256,65536,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12024,0,h_not_divisible_by_d
4268,24,61,11,17,8,256,1048576,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12024,0,h_not_divisible_by_d
6805,24,68,6,14,8,16,65536,-1,-1,-1,4,48,3,51,112,14,-1,48,96,12024,0,h_not_divisible_by_d
6806,24,68,6,14,8,16,1048576,-1,-1,-1,4,48,3,51,112,14,-1,48,96,12024,0,h_not_divisible_by_d
4251,24,61,11,14,10,256,65536,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12048,0,h_not_divisible_by_d
4252,24,61,11,14,10,256,1048576,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12048,0,h_not_divisible_by_d
4283,24,61,11,22,6,256,65536,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12048,0,h_not_divisible_by_d
4284,24,61,11,22,6,256,1048576,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12048,0,h_not_divisible_by_d
4623,24,62,8,33,6,256,65536,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12048,0,h_not_divisible_by_d
4624,24,62,8,33,6,256,1048576,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12048,0,h_not_divisible_by_d
4667,24,62,11,17,8,256,65536,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12048,0,h_not_divisible_by_d
4668,24,62,11,17,8,256,1048576,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12048,0,h_not_divisible_by_d
5319,24,64,7,17,14,256,65536,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12048,0,h_not_divisible_by_d
5320,24,64,7,17,14,256,1048576,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12048,0,h_not_divisible_by_d
319,16,60,11,33,14,256,65536,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12064,0,h_not_divisible_by_d
320,16,60,11,33,14,256,1048576,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12064,0,h_not_divisible_by_d
387,16,60,22,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12064,0,h_not_divisible_by_d
388,16,60,22,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12064,0,h_not_divisible_by_d
4651,24,62,11,14,10,256,65536,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12072,0,h_not_divisible_by_d
4652,24,62,11,14,10,256,1048576,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12072,0,h_not_divisible_by_d
4683,24,62,11,22,6,256,65536,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12072,0,h_not_divisible_by_d
4684,24,62,11,22,6,256,1048576,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12072,0,h_not_divisible_by_d
5023,24,63,8,33,6,256,65536,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12072,0,h_not_divisible_by_d
5024,24,63,8,33,6,256,1048576,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12072,0,h_not_divisible_by_d
5067,24,63,11,17,8,256,65536,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12072,0,h_not_divisible_by_d
5068,24,63,11,17,8,256,1048576,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12072,0,h_not_divisible_by_d
5719,24,65,7,17,14,256,65536,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12072,0,h_not_divisible_by_d
5720,24,65,7,17,14,256,1048576,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12072,0,h_not_divisible_by_d
719,16,61,11,33,14,256,65536,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12080,0,h_not_divisible_by_d
720,16,61,11,33,14,256,1048576,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12080,0,h_not_divisible_by_d
787,16,61,22,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12080,0,h_not_divisible_by_d
788,16,61,22,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12080,0,h_not_divisible_by_d
1119,16,62,11,33,14,256,65536,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12096,0,h_not_divisible_by_d
1120,16,62,11,33,14,256,1048576,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12096,0,h_not_divisible_by_d
1187,16,62,22,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12096,0,h_not_divisible_by_d
1188,16,62,22,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12096,0,h_not_divisible_by_d
4055,24,61,6,22,12,256,65536,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12096,0,h_not_divisible_by_d
4056,24,61,6,22,12,256,1048576,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12096,0,h_not_divisible_by_d
5051,24,63,11,14,10,256,65536,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12096,0,h_not_divisible_by_d
5052,24,63,11,14,10,256,1048576,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12096,0,h_not_divisible_by_d
5083,24,63,11,22,6,256,65536,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12096,0,h_not_divisible_by_d
5084,24,63,11,22,6,256,1048576,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12096,0,h_not_divisible_by_d
5467,24,64,11,17,8,256,65536,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12096,0,h_not_divisible_by_d
5468,24,64,11,17,8,256,1048576,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12096,0,h_not_divisible_by_d
6119,24,66,7,17,14,256,65536,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12096,0,h_not_divisible_by_d
6120,24,66,7,17,14,256,1048576,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12096,0,h_not_divisible_by_d
1519,16,63,11,33,14,256,65536,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12112,0,h_not_divisible_by_d
1520,16,63,11,33,14,256,1048576,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12112,0,h_not_divisible_by_d
1587,16,63,22,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12112,0,h_not_divisible_by_d
1588,16,63,22,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12112,0,h_not_divisible_by_d
4455,24,62,6,22,12,256,65536,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12120,0,h_not_divisible_by_d
4456,24,62,6,22,12,256,1048576,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12120,0,h_not_divisible_by_d
5451,24,64,11,14,10,256,65536,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12120,0,h_not_divisible_by_d
5452,24,64,11,14,10,256,1048576,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12120,0,h_not_divisible_by_d
5483,24,64,11,22,6,256,65536,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12120,0,h_not_divisible_by_d
5484,24,64,11,22,6,256,1048576,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12120,0,h_not_divisible_by_d
5823,24,65,8,33,6,256,65536,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12120,0,h_not_divisible_by_d
5824,24,65,8,33,6,256,1048576,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12120,0,h_not_divisible_by_d
5867,24,65,11,17,8,256,65536,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12120,0,h_not_divisible_by_d
5868,24,65,11,17,8,256,1048576,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12120,0,h_not_divisible_by_d
6519,24,67,7,17,14,256,65536,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12120,0,h_not_divisible_by_d
6520,24,67,7,17,14,256,1048576,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12120,0,h_not_divisible_by_d
1919,16,64,11,33,14,256,65536,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12128,0,h_not_divisible_by_d
1920,16,64,11,33,14,256,1048576,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12128,0,h_not_divisible_by_d
1987,16,64,22,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12128,0,h_not_divisible_by_d
1988,16,64,22,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12128,0,h_not_divisible_by_d
2319,16,65,11,33,14,256,65536,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12144,0,h_not_divisible_by_d
2320,16,65,11,33,14,256,1048576,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12144,0,h_not_divisible_by_d
2387,16,65,22,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12144,0,h_not_divisible_by_d
2388,16,65,22,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12144,0,h_not_divisible_by_d
4855,24,63,6,22,12,256,65536,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12144,0,h_not_divisible_by_d
4856,24,63,6,22,12,256,1048576,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12144,0,h_not_divisible_by_d
5851,24,65,11,14,10,256,65536,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12144,0,h_not_divisible_by_d
5852,24,65,11,14,10,256,1048576,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12144,0,h_not_divisible_by_d
5883,24,65,11,22,6,256,65536,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12144,0,h_not_divisible_by_d
5884,24,65,11,22,6,256,1048576,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12144,0,h_not_divisible_by_d
6223,24,66,8,33,6,256,65536,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12144,0,h_not_divisible_by_d
6224,24,66,8,33,6,256,1048576,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12144,0,h_not_divisible_by_d
6919,24,68,7,17,14,256,65536,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12144,0,h_not_divisible_by_d
6920,24,68,7,17,14,256,1048576,-1,-1,-1,8,24,2,26,238,30,-1,48,96,12144,0,h_not_divisible_by_d
5255,24,64,6,22,12,256,65536,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12168,0,h_not_divisible_by_d
5256,24,64,6,22,12,256,1048576,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12168,0,h_not_divisible_by_d
6623,24,67,8,33,6,256,65536,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12168,0,h_not_divisible_by_d
6624,24,67,8,33,6,256,1048576,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12168,0,h_not_divisible_by_d
6667,24,67,11,17,8,256,65536,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12168,0,h_not_divisible_by_d
6668,24,67,11,17,8,256,1048576,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12168,0,h_not_divisible_by_d
3119,16,67,11,33,14,256,65536,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12176,0,h_not_divisible_by_d
3120,16,67,11,33,14,256,1048576,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12176,0,h_not_divisible_by_d
3187,16,67,22,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12176,0,h_not_divisible_by_d
3188,16,67,22,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12176,0,h_not_divisible_by_d
3519,16,68,11,33,14,256,65536,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12192,0,h_not_divisible_by_d
3520,16,68,11,33,14,256,1048576,-1,-1,-1,8,16,2,18,462,58,-1,32,64,12192,0,h_not_divisible_by_d
3587,16,68,22,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12192,0,h_not_divisible_by_d
3588,16,68,22,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,12192,0,h_not_divisible_by_d
5655,24,65,6,22,12,256,65536,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12192,0,h_not_divisible_by_d
5656,24,65,6,22,12,256,1048576,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12192,0,h_not_divisible_by_d
6651,24,67,11,14,10,256,65536,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12192,0,h_not_divisible_by_d
6652,24,67,11,14,10,256,1048576,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12192,0,h_not_divisible_by_d
6683,24,67,11,22,6,256,65536,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12192,0,h_not_divisible_by_d
6684,24,67,11,22,6,256,1048576,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12192,0,h_not_divisible_by_d
7023,24,68,8,33,6,256,65536,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12192,0,h_not_divisible_by_d
7024,24,68,8,33,6,256,1048576,-1,-1,-1,8,24,2,26,198,25,-1,48,96,12192,0,h_not_divisible_by_d
7067,24,68,11,17,8,256,65536,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12192,0,h_not_divisible_by_d
7068,24,68,11,17,8,256,1048576,-1,-1,-1,8,24,2,26,136,17,-1,48,96,12192,0,h_not_divisible_by_d
7051,24,68,11,14,10,256,65536,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12216,0,h_not_divisible_by_d
7052,24,68,11,14,10,256,1048576,-1,-1,-1,8,24,2,26,140,18,-1,48,96,12216,0,h_not_divisible_by_d
7083,24,68,11,22,6,256,65536,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12216,0,h_not_divisible_by_d
7084,24,68,11,22,6,256,1048576,-1,-1,-1,8,24,2,26,132,17,-1,48,96,12216,0,h_not_divisible_by_d
6455,24,67,6,22,12,256,65536,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12240,0,h_not_divisible_by_d
6456,24,67,6,22,12,256,1048576,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12240,0,h_not_divisible_by_d
3811,24,60,8,22,10,256,65536,-1,-1,-1,8,24,2,26,220,28,-1,48,96,12264,0,h_not_divisible_by_d
3812,24,60,8,22,10,256,1048576,-1,-1,-1,8,24,2,26,220,28,-1,48,96,12264,0,h_not_divisible_by_d
6855,24,68,6,22,12,256,65536,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12264,0,h_not_divisible_by_d
6856,24,68,6,22,12,256,1048576,-1,-1,-1,8,24,2,26,264,33,-1,48,96,12264,0,h_not_divisible_by_d
477,16,61,6,33,14,16,65536,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12272,0,h_not_divisible_by_d
478,16,61,6,33,14,16,1048576,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12272,0,h_not_divisible_by_d
877,16,62,6,33,14,16,65536,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12288,0,h_not_divisible_by_d
878,16,62,6,33,14,16,1048576,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12288,0,h_not_divisible_by_d
4211,24,61,8,22,10,256,65536,-1,-1,-1,8,24,2,26,220,28,-1,48,96,12288,0,h_not_divisible_by_d
4212,24,61,8,22,10,256,1048576,-1,-1,-1,8,24,2,26,220,28,-1,48,96,12288,0,h_not_divisible_by_d
1277,16,63,6,33,14,16,65536,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12304,0,h_not_divisible_by_d
1278,16,63,6,33,14,16,1048576,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12304,0,h_not_divisible_by_d
4611,24,62,8,22,10,256,65536,-1,-1,-1,8,24,2,26,220,28,-1,48,96,12312,0,h_not_divisible_by_d
4612,24,62,8,22,10,256,1048576,-1,-1,-1,8,24,2,26,220,28,-1,48,96,12312,0,h_not_divisible_by_d
233,16,60,8,33,12,16,65536,-1,-1,-1,4,32,3,35,396,50,-1,32,64,12320,0,h_not_divisible_by_d
234,16,60,8,33,12,16,1048576,-1,-1,-1,4,32,3,35,396,50,-1,32,64,12320,0,h_not_divisible_by_d
1677,16,64,6,33,14,16,65536,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12320,0,h_not_divisible_by_d
1678,16,64,6,33,14,16,1048576,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12320,0,h_not_divisible_by_d
633,16,61,8,33,12,16,65536,-1,-1,-1,4,32,3,35,396,50,-1,32,64,12336,0,h_not_divisible_by_d
634,16,61,8,33,12,16,1048576,-1,-1,-1,4,32,3,35,396,50,-1,32,64,12336,0,h_not_divisible_by_d
2077,16,65,6,33,14,16,65536,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12336,0,h_not_divisible_by_d
2078,16,65,6,33,14,16,1048576,-1,-1,-1,4,32,3,35,462,58,-1,32,64,12336,0,h_not_divisible_by_d
5011,24,63,8,22,10,256,65536,-1,-1,-1,8,24,2,26,220,28,-1,48,96,12336,0,h_not_divisible_by_d
5012,24,63,8,22,10,256,1048576,-1,-1,-1,8,24,2,26,220,28,-1,48,96,12336,0,h_not_divisible_by_d
1033,16,62,8,33,12,16,65536,-1,-1,-1,4,32,3,35,396,50,-1,32,64,12352,0,h_not_divisible_by_d
