candidate_id,n,h,d,k,a,w,q,tree_height,tree_bits,leaf_bits,wots_logw,wots_len1,wots_len2,wots_len,fors_msg_bits,fors_msg_bytes,hmsg_needed_bytes,pk_bytes,sk_bytes,sig_bytes,struct_pass,reject_reason
704,16,61,11,33,6,256,1048576,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7856,0,h_not_divisible_by_d
2947,16,67,7,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7856,0,h_not_divisible_by_d
2948,16,67,7,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7856,0,h_not_divisible_by_d
615,16,61,8,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7872,0,h_not_divisible_by_d
616,16,61,8,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7872,0,h_not_divisible_by_d
1103,16,62,11,33,6,256,65536,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7872,0,h_not_divisible_by_d
1104,16,62,11,33,6,256,1048576,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7872,0,h_not_divisible_by_d
1693,16,64,7,14,12,16,65536,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7872,0,h_not_divisible_by_d
1694,16,64,7,14,12,16,1048576,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7872,0,h_not_divisible_by_d
3347,16,68,7,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7872,0,h_not_divisible_by_d
3348,16,68,7,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7872,0,h_not_divisible_by_d
109,16,60,7,17,10,16,65536,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7888,0,h_not_divisible_by_d
110,16,60,7,17,10,16,1048576,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7888,0,h_not_divisible_by_d
433,16,61,6,17,12,16,65536,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7888,0,h_not_divisible_by_d
434,16,61,6,17,12,16,1048576,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7888,0,h_not_divisible_by_d
1015,16,62,8,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7888,0,h_not_divisible_by_d
1016,16,62,8,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7888,0,h_not_divisible_by_d
1503,16,63,11,33,6,256,65536,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7888,0,h_not_divisible_by_d
1504,16,63,11,33,6,256,1048576,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7888,0,h_not_divisible_by_d
2093,16,65,7,14,12,16,65536,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7888,0,h_not_divisible_by_d
2094,16,65,7,14,12,16,1048576,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7888,0,h_not_divisible_by_d
185,16,60,8,17,8,16,65536,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7904,0,h_not_divisible_by_d
186,16,60,8,17,8,16,1048576,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7904,0,h_not_divisible_by_d
509,16,61,7,17,10,16,65536,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7904,0,h_not_divisible_by_d
510,16,61,7,17,10,16,1048576,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7904,0,h_not_divisible_by_d
833,16,62,6,17,12,16,65536,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7904,0,h_not_divisible_by_d
834,16,62,6,17,12,16,1048576,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7904,0,h_not_divisible_by_d
1415,16,63,8,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7904,0,h_not_divisible_by_d
1416,16,63,8,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7904,0,h_not_divisible_by_d
1903,16,64,11,33,6,256,65536,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7904,0,h_not_divisible_by_d
1904,16,64,11,33,6,256,1048576,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7904,0,h_not_divisible_by_d
2493,16,66,7,14,12,16,65536,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7904,0,h_not_divisible_by_d
2494,16,66,7,14,12,16,1048576,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7904,0,h_not_divisible_by_d
169,16,60,8,14,10,16,65536,-1,-1,-1,4,32,3,35,140,18,-1,32,64,7920,0,h_not_divisible_by_d
170,16,60,8,14,10,16,1048576,-1,-1,-1,4,32,3,35,140,18,-1,32,64,7920,0,h_not_divisible_by_d
201,16,60,8,22,6,16,65536,-1,-1,-1,4,32,3,35,132,17,-1,32,64,7920,0,h_not_divisible_by_d
202,16,60,8,22,6,16,1048576,-1,-1,-1,4,32,3,35,132,17,-1,32,64,7920,0,h_not_divisible_by_d
585,16,61,8,17,8,16,65536,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7920,0,h_not_divisible_by_d
586,16,61,8,17,8,16,1048576,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7920,0,h_not_divisible_by_d
909,16,62,7,17,10,16,65536,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7920,0,h_not_divisible_by_d
910,16,62,7,17,10,16,1048576,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7920,0,h_not_divisible_by_d
1233,16,63,6,17,12,16,65536,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7920,0,h_not_divisible_by_d
1234,16,63,6,17,12,16,1048576,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7920,0,h_not_divisible_by_d
2303,16,65,11,33,6,256,65536,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7920,0,h_not_divisible_by_d
2304,16,65,11,33,6,256,1048576,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7920,0,h_not_divisible_by_d
2893,16,67,7,14,12,16,65536,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7920,0,h_not_divisible_by_d
2894,16,67,7,14,12,16,1048576,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7920,0,h_not_divisible_by_d
569,16,61,8,14,10,16,65536,-1,-1,-1,4,32,3,35,140,18,-1,32,64,7936,0,h_not_divisible_by_d
570,16,61,8,14,10,16,1048576,-1,-1,-1,4,32,3,35,140,18,-1,32,64,7936,0,h_not_divisible_by_d
601,16,61,8,22,6,16,65536,-1,-1,-1,4,32,3,35,132,17,-1,32,64,7936,0,h_not_divisible_by_d
602,16,61,8,22,6,16,1048576,-1,-1,-1,4,32,3,35,132,17,-1,32,64,7936,0,h_not_divisible_by_d
985,16,62,8,17,8,16,65536,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7936,0,h_not_divisible_by_d
986,16,62,8,17,8,16,1048576,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7936,0,h_not_divisible_by_d
1633,16,64,6,17,12,16,65536,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7936,0,h_not_divisible_by_d
1634,16,64,6,17,12,16,1048576,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7936,0,h_not_divisible_by_d
2215,16,65,8,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7936,0,h_not_divisible_by_d
2216,16,65,8,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7936,0,h_not_divisible_by_d
3293,16,68,7,14,12,16,65536,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7936,0,h_not_divisible_by_d
3294,16,68,7,14,12,16,1048576,-1,-1,-1,4,32,3,35,168,21,-1,32,64,7936,0,h_not_divisible_by_d
969,16,62,8,14,10,16,65536,-1,-1,-1,4,32,3,35,140,18,-1,32,64,7952,0,h_not_divisible_by_d
970,16,62,8,14,10,16,1048576,-1,-1,-1,4,32,3,35,140,18,-1,32,64,7952,0,h_not_divisible_by_d
1001,16,62,8,22,6,16,65536,-1,-1,-1,4,32,3,35,132,17,-1,32,64,7952,0,h_not_divisible_by_d
1002,16,62,8,22,6,16,1048576,-1,-1,-1,4,32,3,35,132,17,-1,32,64,7952,0,h_not_divisible_by_d
1385,16,63,8,17,8,16,65536,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7952,0,h_not_divisible_by_d
1386,16,63,8,17,8,16,1048576,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7952,0,h_not_divisible_by_d
1709,16,64,7,17,10,16,65536,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7952,0,h_not_divisible_by_d
1710,16,64,7,17,10,16,1048576,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7952,0,h_not_divisible_by_d
2033,16,65,6,17,12,16,65536,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7952,0,h_not_divisible_by_d
2034,16,65,6,17,12,16,1048576,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7952,0,h_not_divisible_by_d
2615,16,66,8,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7952,0,h_not_divisible_by_d
2616,16,66,8,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7952,0,h_not_divisible_by_d
3103,16,67,11,33,6,256,65536,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7952,0,h_not_divisible_by_d
3104,16,67,11,33,6,256,1048576,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7952,0,h_not_divisible_by_d
1369,16,63,8,14,10,16,65536,-1,-1,-1,4,32,3,35,140,18,-1,32,64,7968,0,h_not_divisible_by_d
1370,16,63,8,14,10,16,1048576,-1,-1,-1,4,32,3,35,140,18,-1,32,64,7968,0,h_not_divisible_by_d
1401,16,63,8,22,6,16,65536,-1,-1,-1,4,32,3,35,132,17,-1,32,64,7968,0,h_not_divisible_by_d
1402,16,63,8,22,6,16,1048576,-1,-1,-1,4,32,3,35,132,17,-1,32,64,7968,0,h_not_divisible_by_d
2109,16,65,7,17,10,16,65536,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7968,0,h_not_divisible_by_d
2110,16,65,7,17,10,16,1048576,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7968,0,h_not_divisible_by_d
3015,16,67,8,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7968,0,h_not_divisible_by_d
3016,16,67,8,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7968,0,h_not_divisible_by_d
3503,16,68,11,33,6,256,65536,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7968,0,h_not_divisible_by_d
3504,16,68,11,33,6,256,1048576,-1,-1,-1,8,16,2,18,198,25,-1,32,64,7968,0,h_not_divisible_by_d
2185,16,65,8,17,8,16,65536,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7984,0,h_not_divisible_by_d
2186,16,65,8,17,8,16,1048576,-1,-1,-1,4,32,3,35,136,17,-1,32,64,7984,0,h_not_divisible_by_d
2509,16,66,7,17,10,16,65536,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7984,0,h_not_divisible_by_d
2510,16,66,7,17,10,16,1048576,-1,-1,-1,4,32,3,35,170,22,-1,32,64,7984,0,h_not_divisible_by_d
2833,16,67,6,17,12,16,65536,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7984,0,h_not_divisible_by_d
2834,16,67,6,17,12,16,1048576,-1,-1,-1,4,32,3,35,204,26,-1,32,64,7984,0,h_not_divisible_by_d
3415,16,68,8,22,12,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7984,0,h_not_divisible_by_d
3416,16,68,8,22,12,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,7984,0,h_not_divisible_by_d
459,16,61,6,22,14,256,65536,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8000,0,h_not_divisible_by_d
460,16,61,6,22,14,256,1048576,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8000,0,h_not_divisible_by_d
2169,16,65,8,14,10,16,65536,-1,-1,-1,4,32,3,35,140,18,-1,32,64,8000,0,h_not_divisible_by_d
2170,16,65,8,14,10,16,1048576,-1,-1,-1,4,32,3,35,140,18,-1,32,64,8000,0,h_not_divisible_by_d
2201,16,65,8,22,6,16,65536,-1,-1,-1,4,32,3,35,132,17,-1,32,64,8000,0,h_not_divisible_by_d
2202,16,65,8,22,6,16,1048576,-1,-1,-1,4,32,3,35,132,17,-1,32,64,8000,0,h_not_divisible_by_d
2585,16,66,8,17,8,16,65536,-1,-1,-1,4,32,3,35,136,17,-1,32,64,8000,0,h_not_divisible_by_d
2586,16,66,8,17,8,16,1048576,-1,-1,-1,4,32,3,35,136,17,-1,32,64,8000,0,h_not_divisible_by_d
2909,16,67,7,17,10,16,65536,-1,-1,-1,4,32,3,35,170,22,-1,32,64,8000,0,h_not_divisible_by_d
2910,16,67,7,17,10,16,1048576,-1,-1,-1,4,32,3,35,170,22,-1,32,64,8000,0,h_not_divisible_by_d
3233,16,68,6,17,12,16,65536,-1,-1,-1,4,32,3,35,204,26,-1,32,64,8000,0,h_not_divisible_by_d
3234,16,68,6,17,12,16,1048576,-1,-1,-1,4,32,3,35,204,26,-1,32,64,8000,0,h_not_divisible_by_d
291,16,60,11,22,10,256,65536,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8016,0,h_not_divisible_by_d
292,16,60,11,22,10,256,1048576,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8016,0,h_not_divisible_by_d
859,16,62,6,22,14,256,65536,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8016,0,h_not_divisible_by_d
860,16,62,6,22,14,256,1048576,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8016,0,h_not_divisible_by_d
2569,16,66,8,14,10,16,65536,-1,-1,-1,4,32,3,35,140,18,-1,32,64,8016,0,h_not_divisible_by_d
2570,16,66,8,14,10,16,1048576,-1,-1,-1,4,32,3,35,140,18,-1,32,64,8016,0,h_not_divisible_by_d
2601,16,66,8,22,6,16,65536,-1,-1,-1,4,32,3,35,132,17,-1,32,64,8016,0,h_not_divisible_by_d
2602,16,66,8,22,6,16,1048576,-1,-1,-1,4,32,3,35,132,17,-1,32,64,8016,0,h_not_divisible_by_d
2985,16,67,8,17,8,16,65536,-1,-1,-1,4,32,3,35,136,17,-1,32,64,8016,0,h_not_divisible_by_d
2986,16,67,8,17,8,16,1048576,-1,-1,-1,4,32,3,35,136,17,-1,32,64,8016,0,h_not_divisible_by_d
3309,16,68,7,17,10,16,65536,-1,-1,-1,4,32,3,35,170,22,-1,32,64,8016,0,h_not_divisible_by_d
3310,16,68,7,17,10,16,1048576,-1,-1,-1,4,32,3,35,170,22,-1,32,64,8016,0,h_not_divisible_by_d
227,16,60,8,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8032,0,h_not_divisible_by_d
228,16,60,8,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8032,0,h_not_divisible_by_d
691,16,61,11,22,10,256,65536,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8032,0,h_not_divisible_by_d
692,16,61,11,22,10,256,1048576,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8032,0,h_not_divisible_by_d
1259,16,63,6,22,14,256,65536,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8032,0,h_not_divisible_by_d
1260,16,63,6,22,14,256,1048576,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8032,0,h_not_divisible_by_d
2969,16,67,8,14,10,16,65536,-1,-1,-1,4,32,3,35,140,18,-1,32,64,8032,0,h_not_divisible_by_d
2970,16,67,8,14,10,16,1048576,-1,-1,-1,4,32,3,35,140,18,-1,32,64,8032,0,h_not_divisible_by_d
3001,16,67,8,22,6,16,65536,-1,-1,-1,4,32,3,35,132,17,-1,32,64,8032,0,h_not_divisible_by_d
3002,16,67,8,22,6,16,1048576,-1,-1,-1,4,32,3,35,132,17,-1,32,64,8032,0,h_not_divisible_by_d
3385,16,68,8,17,8,16,65536,-1,-1,-1,4,32,3,35,136,17,-1,32,64,8032,0,h_not_divisible_by_d
3386,16,68,8,17,8,16,1048576,-1,-1,-1,4,32,3,35,136,17,-1,32,64,8032,0,h_not_divisible_by_d
461,16,61,6,33,6,16,65536,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8048,0,h_not_divisible_by_d
462,16,61,6,33,6,16,1048576,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8048,0,h_not_divisible_by_d
627,16,61,8,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8048,0,h_not_divisible_by_d
628,16,61,8,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8048,0,h_not_divisible_by_d
1091,16,62,11,22,10,256,65536,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8048,0,h_not_divisible_by_d
1092,16,62,11,22,10,256,1048576,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8048,0,h_not_divisible_by_d
1659,16,64,6,22,14,256,65536,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8048,0,h_not_divisible_by_d
1660,16,64,6,22,14,256,1048576,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8048,0,h_not_divisible_by_d
3369,16,68,8,14,10,16,65536,-1,-1,-1,4,32,3,35,140,18,-1,32,64,8048,0,h_not_divisible_by_d
3370,16,68,8,14,10,16,1048576,-1,-1,-1,4,32,3,35,140,18,-1,32,64,8048,0,h_not_divisible_by_d
3401,16,68,8,22,6,16,65536,-1,-1,-1,4,32,3,35,132,17,-1,32,64,8048,0,h_not_divisible_by_d
3402,16,68,8,22,6,16,1048576,-1,-1,-1,4,32,3,35,132,17,-1,32,64,8048,0,h_not_divisible_by_d
125,16,60,7,22,8,16,65536,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8064,0,h_not_divisible_by_d
126,16,60,7,22,8,16,1048576,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8064,0,h_not_divisible_by_d
861,16,62,6,33,6,16,65536,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8064,0,h_not_divisible_by_d
862,16,62,6,33,6,16,1048576,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8064,0,h_not_divisible_by_d
1027,16,62,8,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8064,0,h_not_divisible_by_d
1028,16,62,8,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8064,0,h_not_divisible_by_d
1491,16,63,11,22,10,256,65536,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8064,0,h_not_divisible_by_d
1492,16,63,11,22,10,256,1048576,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8064,0,h_not_divisible_by_d
2059,16,65,6,22,14,256,65536,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8064,0,h_not_divisible_by_d
2060,16,65,6,22,14,256,1048576,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8064,0,h_not_divisible_by_d
525,16,61,7,22,8,16,65536,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8080,0,h_not_divisible_by_d
526,16,61,7,22,8,16,1048576,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8080,0,h_not_divisible_by_d
1261,16,63,6,33,6,16,65536,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8080,0,h_not_divisible_by_d
1262,16,63,6,33,6,16,1048576,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8080,0,h_not_divisible_by_d
1427,16,63,8,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8080,0,h_not_divisible_by_d
1428,16,63,8,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8080,0,h_not_divisible_by_d
1891,16,64,11,22,10,256,65536,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8080,0,h_not_divisible_by_d
1892,16,64,11,22,10,256,1048576,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8080,0,h_not_divisible_by_d
4023,24,61,6,17,6,256,65536,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8088,0,h_not_divisible_by_d
4024,24,61,6,17,6,256,1048576,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8088,0,h_not_divisible_by_d
925,16,62,7,22,8,16,65536,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8096,0,h_not_divisible_by_d
926,16,62,7,22,8,16,1048576,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8096,0,h_not_divisible_by_d
1661,16,64,6,33,6,16,65536,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8096,0,h_not_divisible_by_d
1662,16,64,6,33,6,16,1048576,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8096,0,h_not_divisible_by_d
2291,16,65,11,22,10,256,65536,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8096,0,h_not_divisible_by_d
2292,16,65,11,22,10,256,1048576,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8096,0,h_not_divisible_by_d
2859,16,67,6,22,14,256,65536,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8096,0,h_not_divisible_by_d
2860,16,67,6,22,14,256,1048576,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8096,0,h_not_divisible_by_d
2061,16,65,6,33,6,16,65536,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8112,0,h_not_divisible_by_d
2062,16,65,6,33,6,16,1048576,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8112,0,h_not_divisible_by_d
2227,16,65,8,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8112,0,h_not_divisible_by_d
2228,16,65,8,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8112,0,h_not_divisible_by_d
3259,16,68,6,22,14,256,65536,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8112,0,h_not_divisible_by_d
3260,16,68,6,22,14,256,1048576,-1,-1,-1,8,16,2,18,308,39,-1,32,64,8112,0,h_not_divisible_by_d
4423,24,62,6,17,6,256,65536,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8112,0,h_not_divisible_by_d
4424,24,62,6,17,6,256,1048576,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8112,0,h_not_divisible_by_d
1725,16,64,7,22,8,16,65536,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8128,0,h_not_divisible_by_d
1726,16,64,7,22,8,16,1048576,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8128,0,h_not_divisible_by_d
2627,16,66,8,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8128,0,h_not_divisible_by_d
2628,16,66,8,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8128,0,h_not_divisible_by_d
3091,16,67,11,22,10,256,65536,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8128,0,h_not_divisible_by_d
3092,16,67,11,22,10,256,1048576,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8128,0,h_not_divisible_by_d
4823,24,63,6,17,6,256,65536,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8136,0,h_not_divisible_by_d
4824,24,63,6,17,6,256,1048576,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8136,0,h_not_divisible_by_d
2125,16,65,7,22,8,16,65536,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8144,0,h_not_divisible_by_d
2126,16,65,7,22,8,16,1048576,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8144,0,h_not_divisible_by_d
2861,16,67,6,33,6,16,65536,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8144,0,h_not_divisible_by_d
2862,16,67,6,33,6,16,1048576,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8144,0,h_not_divisible_by_d
3027,16,67,8,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8144,0,h_not_divisible_by_d
3028,16,67,8,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8144,0,h_not_divisible_by_d
3491,16,68,11,22,10,256,65536,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8144,0,h_not_divisible_by_d
3492,16,68,11,22,10,256,1048576,-1,-1,-1,8,16,2,18,220,28,-1,32,64,8144,0,h_not_divisible_by_d
2525,16,66,7,22,8,16,65536,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8160,0,h_not_divisible_by_d
2526,16,66,7,22,8,16,1048576,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8160,0,h_not_divisible_by_d
3261,16,68,6,33,6,16,65536,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8160,0,h_not_divisible_by_d
3262,16,68,6,33,6,16,1048576,-1,-1,-1,4,32,3,35,198,25,-1,32,64,8160,0,h_not_divisible_by_d
3427,16,68,8,33,8,256,65536,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8160,0,h_not_divisible_by_d
3428,16,68,8,33,8,256,1048576,-1,-1,-1,8,16,2,18,264,33,-1,32,64,8160,0,h_not_divisible_by_d
5223,24,64,6,17,6,256,65536,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8160,0,h_not_divisible_by_d
5224,24,64,6,17,6,256,1048576,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8160,0,h_not_divisible_by_d
2925,16,67,7,22,8,16,65536,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8176,0,h_not_divisible_by_d
2926,16,67,7,22,8,16,1048576,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8176,0,h_not_divisible_by_d
3683,24,60,7,14,6,256,65536,-1,-1,-1,8,24,2,26,84,11,-1,48,96,8184,0,h_not_divisible_by_d
3684,24,60,7,14,6,256,1048576,-1,-1,-1,8,24,2,26,84,11,-1,48,96,8184,0,h_not_divisible_by_d
5623,24,65,6,17,6,256,65536,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8184,0,h_not_divisible_by_d
5624,24,65,6,17,6,256,1048576,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8184,0,h_not_divisible_by_d
3325,16,68,7,22,8,16,65536,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8192,0,h_not_divisible_by_d
3326,16,68,7,22,8,16,1048576,-1,-1,-1,4,32,3,35,176,22,-1,32,64,8192,0,h_not_divisible_by_d
4083,24,61,7,14,6,256,65536,-1,-1,-1,8,24,2,26,84,11,-1,48,96,8208,0,h_not_divisible_by_d
4084,24,61,7,14,6,256,1048576,-1,-1,-1,8,24,2,26,84,11,-1,48,96,8208,0,h_not_divisible_by_d
279,16,60,11,17,14,256,65536,-1,-1,-1,8,16,2,18,238,30,-1,32,64,8224,0,h_not_divisible_by_d
280,16,60,11,17,14,256,1048576,-1,-1,-1,8,16,2,18,238,30,-1,32,64,8224,0,h_not_divisible_by_d
449,16,61,6,22,10,16,65536,-1,-1,-1,4,32,3,35,220,28,-1,32,64,8224,0,h_not_divisible_by_d
450,16,61,6,22,10,16,1048576,-1,-1,-1,4,32,3,35,220,28,-1,32,64,8224,0,h_not_divisible_by_d
4483,24,62,7,14,6,256,65536,-1,-1,-1,8,24,2,26,84,11,-1,48,96,8232,0,h_not_divisible_by_d
4484,24,62,7,14,6,256,1048576,-1,-1,-1,8,24,2,26,84,11,-1,48,96,8232,0,h_not_divisible_by_d
6423,24,67,6,17,6,256,65536,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8232,0,h_not_divisible_by_d
6424,24,67,6,17,6,256,1048576,-1,-1,-1,8,24,2,26,102,13,-1,48,96,8232,0,h_not_divisible_by_d
679,16,61,11,17,14,256,65536,-1,-1,-1,8,16,2,18,238,30,-1,32,64,8240,0,h_not_divisible_by_d
680,16,61,11,17,14,256,1048576,-1,-1,-1,8,16,2,18,238,30,-1,32,64,8240,0,h_not_divisible_by_d
